team_name,matchday,is_home,odds_win,odds_draw,odds_lose,club_id
Leverkusen,31,True,2.28,3.76,2.92,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,31,False,2.12,3.93,3.12,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,31,False,2.54,3.26,2.91,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,31,True,1.91,3.48,4.24,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,31,True,3.12,3.93,2.12,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,31,True,8.74,5.81,1.32,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Freiburg,31,True,2.76,3.51,2.5,f00a785b-acfa-5dc4-aecb-93f365778e10
Stuttgart,32,True,2.24,3.46,3.25,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,32,False,7.64,5.48,1.37,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,32,True,4.32,3.8,1.81,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,32,True,1.22,6.72,12.63,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,32,False,3.18,3.68,2.19,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,32,False,4.09,3.66,1.89,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,32,True,1.83,4.06,3.96,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,32,True,1.37,5.48,7.64,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Augsburg,32,False,3.25,3.46,2.24,921bf337-4304-5c3d-8092-b404cdceff6c
Hertha,32,True,1.89,3.66,4.09,aaa94999-1b29-5f1e-89e8-1a6441933f80
Leverkusen,32,False,1.81,3.8,4.32,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,32,True,2.19,3.68,3.18,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,32,True,2.05,3.69,3.49,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,32,False,4.64,3.75,1.78,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,32,True,1.78,3.75,4.64,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,32,False,3.96,4.06,1.83,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Freiburg,32,False,3.49,3.69,2.05,f00a785b-acfa-5dc4-aecb-93f365778e10
Schalke 04,32,False,12.63,6.72,1.22,fd8cfc66-dd84-575a-af56-a5d987ca63e4
Stuttgart,33,False,4.6,4.56,1.64,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,33,True,1.64,4.56,4.6,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,33,False,2.92,3.16,2.59,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,33,False,2.5,3.67,2.68,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,33,True,2.21,3.44,3.3,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,33,True,2.68,3.67,2.5,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,33,False,1.22,6.92,12.16,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,33,False,1.32,5.82,8.6,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Augsburg,33,True,2.59,3.16,2.92,921bf337-4304-5c3d-8092-b404cdceff6c
Hertha,33,True,2.59,3.28,2.83,aaa94999-1b29-5f1e-89e8-1a6441933f80
Leverkusen,33,True,1.88,3.71,4.12,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,33,False,1.44,5.02,6.61,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,33,False,2.83,3.28,2.59,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,33,False,4.12,3.71,1.88,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,33,False,3.3,3.44,2.21,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,33,True,6.61,5.02,1.44,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Freiburg,33,True,8.6,5.82,1.32,f00a785b-acfa-5dc4-aecb-93f365778e10
Schalke 04,33,True,12.16,6.92,1.22,fd8cfc66-dd84-575a-af56-a5d987ca63e4
Stuttgart,34,True,2.4,3.89,2.7,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,34,False,2.42,3.92,2.67,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,34,True,2.67,3.92,2.42,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,34,True,1.94,3.99,3.6,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,34,False,2.22,3.89,2.97,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,34,False,2.7,3.89,2.4,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,34,True,2.07,4.23,3.07,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,34,True,1.13,9.9,18.62,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Augsburg,34,False,18.62,9.9,1.13,921bf337-4304-5c3d-8092-b404cdceff6c
Hertha,34,False,3.6,3.99,1.94,aaa94999-1b29-5f1e-89e8-1a6441933f80
Leverkusen,34,False,5.45,4.63,1.55,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,34,True,1.55,4.63,5.45,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,34,True,1.35,5.57,8.01,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,34,True,2.97,3.89,2.22,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,34,True,1.66,4.3,4.81,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,34,False,4.81,4.3,1.66,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Freiburg,34,False,3.07,4.23,2.07,f00a785b-acfa-5dc4-aecb-93f365778e10
Schalke 04,34,False,8.01,5.57,1.35,fd8cfc66-dd84-575a-af56-a5d987ca63e4
